Iout_exp,Iin_fit,e_delta1,e_delta2,e_delta1_delta2,e_delta1plusdelta2,N_RC2,C_RC2,S_RC2
6086.429168,28759.05356,-0.0622068858301788-0.790567653717655i,-0.113343525999208-0.951104411920954i,0.911013089664272+0.0490411240641851i,-0.744861635591436+0.148770968978226i,-0.735230657,-0.667993594,-0.114980173
6996.700445,28730.77186,-0.669686227636641-0.422108616934332i,-0.398303375547491-0.871598733581806i,0.769700866405163-0.488048960020596i,-0.101171050928591+0.751824954877901i,-0.736321134,-0.671931929,-0.079615765
11539.19688,28392.27487,-0.737588978380766+0.284268640689676i,-0.645671755096697-0.708683004388247i,0.343079072123027-0.84340453639978i,0.677696724548411+0.339172541049484i,-0.736829385,-0.674671054,-0.043605342
12207.77127,28872.25588,-0.212348550851112+0.760497901106368i,-0.831635009178935-0.477704245777876i,-0.210497841845793-0.885018259129359i,0.539889565299874-0.5310168746408i,-0.736728812,-0.676147169,-0.007460768
7857.21875,30054.92073,0.482932145531844+0.623894199477387i,-0.938166510645852-0.200619841804549i,-0.685189572084055-0.597285255242918i,-0.327905210250396-0.682202414774817i,-0.736018649,-0.676351245,0.028732235
7092.435458,30622.08858,0.788459275944469-0.0152039210790403i,-0.954800808201586+0.0960760886282491i,-0.904123556111711-0.087203622577428i,-0.75136082063673+0.0902687994095068i,-0.734699883,-0.675281951,0.064887354
11280.13499,30284.16579,0.458043550505413-0.641819134584598i,-0.879691139497973+0.383882187653435i,-0.785431803953691+0.455079567563801i,-0.156553919421633+0.740437366062892i,-0.732759733,-0.673033027,0.100447591
13766.4427,30401.73293,-0.242194161616738-0.750535912802202i,-0.719840234053761+0.635034222686457i,-0.373167276795304+0.826955493126424i,0.650957091969263+0.386464365975807i,-0.730222786,-0.669679359,0.135293159
11015.19885,29594.31456,-0.747370883431207-0.252971113428341i,-0.490473663167555+0.825199329711859i,0.178686618667715+0.889069728680203i,0.575317328178805-0.492654283374818i,-0.727119493,-0.665161791,0.169873586
7149.828504,29444.90653,-0.648933720244085+0.449866653084123i,-0.213608533723038+0.935856829672014i,0.663448736177987+0.617764863142642i,-0.282392999265693-0.703404410231085i,-0.7234566,-0.659505971,0.204113746
10430.15321,29216.98647,-0.0251340162786209+0.790006048019946i,0.084050125902487+0.956129955418167i,0.899048509920748+0.114430216816817i,-0.757460964706047+0.0423687219358453i,-0.719242123,-0.652743994,0.237941268
21643.32206,29215.02044,0.620522850818612+0.491130680050102i,0.373685342729059+0.883884129142996i,0.796527973901252-0.432056073921893i,-0.202222319252125+0.731998636108417i,-0.714477918,-0.644863519,0.271426504
31861.34634,28756.53921,0.765048795861124-0.206643666519948i,0.627167877448679+0.725977673419646i,0.393916668464484-0.816006834022051i,0.629832717691946+0.425808075152232i,-0.709158509,-0.635836124,0.304641809
34689.32825,28344.9549,0.28951701938336-0.738987592115156i,0.819806266904751+0.49763331037421i,-0.157529108313259-0.892350774713495i,0.605092708655795-0.461753346415441i,-0.703306405,-0.625808655,0.33722934
32203.19076,28042.09078,-0.422582282508254-0.673345480313471i,0.932776088621537+0.220985435644162i,-0.649882427615071-0.631650379670172i,-0.24537510429271-0.721465093213381i,-0.696925478,-0.61482125,0.369174362
31853.92505,27838.01921,-0.793984111659256-0.0606303962512604i,0.954986534348145-0.0770596807616415i,-0.896851467455372-0.131765233726155i,-0.762916294100537+0.00328295018213181i,-0.690030691,-0.60294081,0.400399831
33433.30266,27769.06269,-0.521492750830056+0.603539780230955i,0.884196070145629-0.367444231486109i,-0.804375533230037+0.418574234841513i,-0.239334630175111+0.725267004911093i,-0.682643305,-0.590292702,0.43075822
29715.98564,27558.07042,0.176003576693489+0.779305414475459i,0.727262017317117-0.621803756344574i,-0.40671029266896+0.810843311564303i,0.61257575030164+0.457319542719483i,-0.674801179,-0.577151036,0.459934833
18832.80308,27428.08668,0.732686219566963+0.321612480681331i,0.499494173796961-0.815256277761902i,0.145945659239756+0.895746274947605i,0.628169091777052-0.436683479810889i,-0.666497831,-0.563351362,0.488278491
9293.516514,27692.61866,0.694662665992152-0.399383017689403i,0.223171631595862-0.928858961676515i,0.643945696365465+0.640226709543097i,-0.215941494544012-0.734374602338334i,-0.657744131,-0.548965504,0.51576112
8689.720666,27870.88542,0.0906324752634488-0.797131754495733i,-0.074634231079701-0.951486944713685i,0.897651350610647+0.140614202335065i,-0.765224742721541-0.0267423014142555i,-0.648550058,-0.534067368,0.54236046
15355.64284,27468.69172,-0.588811868110398-0.546094192002516i,-0.364717524781759-0.880945207987548i,0.809756839734626-0.413426315946659i,-0.266329054455101+0.717881115622904i,-0.638924554,-0.518731144,0.568061101
18269.8225,27442.91767,-0.78935754845614+0.150931699661256i,-0.6186142067336-0.72419999715267i,0.412846765807796-0.810757280559377i,0.597612530132304+0.478284240687473i,-0.62887874,-0.502985539,0.592888756
13882.63395,27706.39272,-0.34583609473099+0.725827627021985i,-0.811411795913945-0.496703762663941i,-0.142408457556845-0.899264947957238i,0.641136800104797-0.417167008847979i,-0.61841315,-0.486957091,0.616796536
8510.742389,27790.83387,0.380649937253+0.708287213554474i,-0.924212762138708-0.220878127768212i,-0.644263195925367-0.644278104708349i,-0.195356376264445-0.73868532750224i,-0.60753147,-0.470724409,0.639784373
9011.46165,27608.26588,0.796109273151158+0.111590337234217i,-0.946005622862572+0.0760961820650374i,-0.900614398020528-0.142392388054745i,-0.761615447432904-0.0449842102873245i,-0.596235077,-0.454366387,0.661857174
11588.58737,27211.72161,0.559841386475222-0.576204943494514i,-0.874756375762266+0.364963786552271i,-0.812663169404115+0.414908725952524i,-0.279430884226892+0.708360780344233i,-0.58452274,-0.437961977,0.683024504
9694.756142,26970.42419,-0.134821147838855-0.791168980945341i,-0.717610509445815+0.617286906014071i,-0.413215605850413+0.814225238354742i,0.585127324966766+0.4845278462592i,-0.572339337,-0.421589493,0.703342009
4353.290424,26668.57093,-0.717613530293415-0.356844744231523i,-0.490184646856467+0.808257681862872i,0.145321017563118+0.902027931594559i,0.64018564068382-0.405096833534673i,-0.559721577,-0.405326386,0.722787851
3530.264686,25754.16093,-0.709618041262278+0.369360037745162i,-0.215017903423375+0.919150566190102i,0.648959791931+0.643880664731964i,-0.186916904357846-0.731664845329277i,-0.546665674,-0.389251494,0.74137704
11509.11224,24668.3095,-0.118205342854171+0.789428888906551i,0.0806629321132398+0.939170687504947i,0.904138704472279+0.138168286362383i,-0.7509432618767-0.0473373442410106i,-0.533156801,-0.373443493,0.759133574
22077.5582,24463.13933,0.568100207775716+0.557809055110128i,0.367641762162662+0.866514520142199i,0.812271128853318-0.421234190062832i,-0.274492284248087+0.697340982904435i,-0.519175795,-0.357980921,0.776083858
26246.38846,24753.56472,0.782674660059449-0.132640757818432i,0.61760634457323+0.708537989785962i,0.408059683565434-0.819259554973883i,0.57736585169777+0.472634956717268i,-0.504677931,-0.342941086,0.792269902
23729.8626,24219.87643,0.349697692121211-0.70977321612771i,0.805948420329646+0.481016347335088i,-0.153413064847566-0.902453776977529i,0.623250822416042-0.403830295794765i,-0.489647433,-0.32840348,0.807710682
20726.55121,23402.91305,-0.369936690310686-0.696251760692384i,0.914192750471048+0.206570719288175i,-0.656105863053613-0.638356673107538i,-0.194368213403398-0.712926400336246i,-0.474057351,-0.314448035,0.822430581
21343.9728,22701.20685,-0.778260063590881-0.105838960087742i,0.931814578510137-0.0875809238286461i,-0.906221340082649-0.128388064308042i,-0.734463547027757-0.03046155063588i,-0.457866773,-0.301155076,0.836458988
21374.44885,22183.56527,-0.5375832770055+0.568284093351482i,0.857266502768847-0.372323835637042i,-0.807118821450795+0.430967654637853i,-0.249266422457379+0.687325984955608i,-0.441028044,-0.288606147,0.849823956
15687.90108,22184.19602,0.148469079653787+0.764721779605637i,0.698114830654023-0.619528896527842i,-0.396898755260559+0.82388328872238i,0.57741570666975+0.441882730580418i,-0.423382957,-0.276768187,0.862639115
7656.904873,22012.93596,0.705524747216216+0.322325239999646i,0.470274186760017-0.804831429869088i,0.166058563499084+0.898632919023284i,0.591207560527985-0.416247250996994i,-0.404890963,-0.265769184,0.874888592
5151.526258,21869.80578,0.669061727440993-0.385766472788843i,0.196418549982066-0.910031783931706i,0.664192738965316+0.626433169114261i,-0.219643617060617-0.684639128600437i,-0.385552617,-0.255786297,0.88652273
9459.337553,21248.05589,0.0730701388785805-0.765487062533073i,-0.0962719008461207-0.9248814858544i,0.904956274447356+0.112762627453453i,-0.71501941296284+0.00611367596556334i,-0.365285576,-0.246913406,0.897552348
14822.12051,20138.12609,-0.579492945412285-0.500457843663556i,-0.378803750024082-0.84808040050504i,0.795479503880638-0.443387103890303i,-0.204914387655403+0.681031917143817i,-0.343997157,-0.239248492,0.907979138
14806.37119,19609.13292,-0.740230187742299+0.182902707708636i,-0.623236245012941-0.687388854111398i,0.378664272572988-0.826640438394256i,0.587063565319446+0.394834383775814i,-0.321665023,-0.232992516,0.917739669
10624.97726,19228.9705,-0.276795117868261+0.707185038937036i,-0.805437305735183-0.458846230169103i,-0.183426682554898-0.888841532652108i,0.547430303124713-0.442586816054613i,-0.298213081,-0.228268761,0.926802207
7713.724529,18538.91501,0.416635435323384+0.631438978287917i,-0.907458751591702-0.18517542905918i,-0.672532980532689-0.606608712715414i,-0.261152488278268-0.650155472440758i,-0.273413684,-0.225053216,0.935198378
8222.928062,18026.86449,0.753399598058647+0.022961404346103i,-0.91929828762671+0.106467817922401i,-0.899073275774969-0.0903764988757962i,-0.695043611011129+0.0591044315320408i,-0.247129802,-0.223463995,0.942863036
8464.084968,17478.66353,0.450699872390418-0.600931368370795i,-0.839876750641563+0.387178188214448i,-0.775885689862621+0.458670073182998i,-0.145864825890798+0.679209445046456i,-0.219212367,-0.223625782,0.949703874
5882.765004,17175.37731,-0.231871551233561-0.711943431506066i,-0.677136483446012+0.629152434432276i,-0.352056992757505+0.827030165526503i,0.604929629923575+0.336200320688321i,-0.189438745,-0.225633067,0.955616388
2454.650405,16990.63697,-0.713797645733141-0.218517971039413i,-0.447252841547217+0.808429742863017i,0.206396584050396+0.87210366734115i,0.495904452482202-0.47932246371976i,-0.157526784,-0.229584601,0.960456258
2572.39489,16843.67231,-0.587042497316516+0.457697652290055i,-0.173037341206872+0.907252685316285i,0.68147693115195+0.577685523703246i,-0.313667151192019-0.611794666914086i,-0.123446146,-0.235727827,0.963946804
6724.953928,16520.4375,0.0378940180792574+0.74141481562442i,0.11831051407986+0.915818232155396i,0.888400382304938+0.0600387295255287i,-0.674517944979467+0.12242120062956i,-0.087012968,-0.244209246,0.965810845
10948.47651,16242.66845,0.627433944832577+0.393203215810294i,0.397882636943597+0.833248013174803i,0.747711992631516-0.477825945644131i,-0.0779907258699618+0.679256820291476i,-0.048047052,-0.255173553,0.96570075
11069.75098,16328.29474,0.680180808367933-0.287837263838121i,0.637911269285308+0.667683034878252i,0.316089744287049-0.82574656606262i,0.626079060679984+0.270530552074459i,-0.006400352,-0.268767447,0.963183832
8189.382062,16787.88697,0.153692398289962-0.720476907820192i,0.814509354966833+0.435493045654332i,-0.236206036585152-0.848678242390346i,0.438946579104693-0.519903210831908i,0.037948742,-0.285157141,0.957729241
6135.011392,17059.15758,-0.500968008092592-0.537476747052395i,0.910034746353623+0.159676554080203i,-0.692353745533978-0.539375060787282i,-0.370075859308258-0.569115360411445i,0.085203767,-0.304363722,0.948737605
6309.290067,17016.43344,-0.725536243465085+0.102232746526977i,0.914846733296735-0.13239400539633i,-0.874120757080639-0.0208442348457289i,-0.650219459427044+0.189583943528707i,0.135386752,-0.326434429,0.935473672
6356.436291,16815.47154,-0.330970821212663+0.65124171597312i,0.828281724701391-0.411663729878938i,-0.711686767219335+0.502332928793758i,-0.00604448876960641+0.675660294445209i,0.18841892,-0.351351906,0.917087863
4207.650086,16481.38332,0.343010265836276+0.642298457116989i,0.658749959422288-0.650262145678177i,-0.270723375903831+0.824618707020273i,0.643620371591751+0.200067491110477i,0.244082896,-0.37900887,0.892622998
1693.205862,16170.33448,0.720392681661527+0.0864911287011088i,0.422939809403659-0.824266278877817i,0.273858343021481+0.82032944410366i,0.375974464288122-0.557214853556004i,0.302163717,-0.409287271,0.860918706
1635.721953,16156.59612,0.481627569362479-0.538877228576056i,0.14420260238076-0.916089199059995i,0.707082775455328+0.492839720163294i,-0.424207659837519-0.518921312986884i,0.361842867,-0.44172698,0.82094276
4388.570748,16011.02208,-0.165275928233138-0.700422967981065i,-0.149729202498798-0.916257877700976i,0.858702810766947-0.0271461745241499i,-0.617021429208753+0.2563091436456i,0.422204373,-0.475759106,0.771619557
7365.212709,15475.51906,-0.665804037851167-0.264225609053569i,-0.429471784204624-0.824401635754192i,0.670176765020895-0.533495450553514i,0.0681160237546744+0.662367381649038i,0.482026956,-0.510605684,0.711991467
8524.559051,15079.85782,-0.594707990706514+0.392809340452935i,-0.666903479368858-0.649347560478865i,0.217450220888523-0.826181052437585i,0.651682615167062+0.124206267085914i,0.539773208,-0.545268587,0.64134784
7923.012521,14806.05252,-0.0179155319531572+0.708677120297268i,-0.837977256750824-0.408305145322076i,-0.31937835591523-0.790240480894567i,0.304369322908744-0.586540305311122i,0.593337425,-0.578435298,0.559788626
7237.639834,14526.64462,0.567919495499586+0.417532685679333i,-0.925153916352535-0.125211060381117i,-0.727459825377996-0.440998130748614i,-0.473133235116712-0.457391801604039i,0.641095767,-0.608898354,0.467160586
7622.542889,14714.27651,0.663252986492643-0.226069493892002i,-0.919211299879378+0.17161197498479i,-0.845414311384875+0.082261808004078i,-0.570873407532163+0.321627788270103i,0.680997596,-0.635246118,0.364286486
7906.794154,15210.70724,0.192116883312021-0.669444609278009i,-0.82024254428965+0.452258774484772i,-0.62708213431111+0.571610307350557i,0.14517975740866+0.635993495779713i,0.7110443,-0.656097985,0.252886215
6850.050846,15518.76284,-0.437245934826339-0.536595734084088i,-0.637733338210818+0.688235303652866i,-0.159633396371653+0.832864100029862i,0.648150437622106+0.0412769000409427i,0.729644635,-0.670313054,0.135274228
4796.83761,15260.90009,-0.685937690765407+0.0525733145456101i,-0.389697284452589+0.85534658178173i,0.371081525533361+0.762457549389627i,0.222339650505436-0.60720213702454i,0.735675267,-0.677188772,0.014045198
2675.719174,14959.75462,-0.345949446208653+0.589875656678421i,-0.100941521981985+0.936188282260167i,0.754201716766098+0.388404767961681i,-0.517314014143733-0.383416764360177i,0.728747115,-0.676301535,-0.107442431
1550.800046,14956.30236,0.28574408014157+0.616967872003937i,0.199377209363167+0.92198535587839i,0.837391181998972-0.140827066602849i,-0.511864485744411+0.386461190006344i,0.709289248,-0.667763472,-0.225833364
1654.369575,14567.70817,0.666220366863852+0.116242256383456i,0.480671603597902+0.813581144518089i,0.587199723984661-0.615113980593695i,0.225660704100213+0.597898680356029i,0.678409473,-0.65221268,-0.338199952
2321.814749,14341.38374,0.47288437480788-0.478836074242218i,0.714030657895904+0.621461701021016i,0.102382118474659-0.845880269527355i,0.635232222461558-0.0480241091610982i,0.637762876,-0.63067292,-0.442165334
2596.902561,14268.92468,-0.123375178846019-0.658609703300509i,0.87520168134908+0.364795009613437i,-0.425091506777874-0.740810334060466i,0.132279369084233-0.621422969234618i,0.589331212,-0.604435644,-0.536046895
2397.713796,14071.48753,-0.609143481615057-0.273133785034054i,0.947140146505129+0.0695644927765963i,-0.785928236098903-0.340527641844692i,-0.557943833203483-0.301070730499376i,0.535231305,-0.574876482,-0.618905874
2828.741759,13858.43214,-0.570078873291919+0.343423606773888i,0.921856849901454-0.234029266187177i,-0.836323034788609+0.1972692355618i,-0.445159939643612+0.450002544707693i,0.477510505,-0.543333897,-0.69048678
4432.087236,13703.8021,-0.0434369223193712+0.662499626884629i,0.801357389498986-0.514645035173803i,-0.554970682011204+0.659969605498871i,0.30614364510295+0.553253567959214i,0.417990154,-0.511037368,-0.751082578
6336.063141,13569.38493,0.517852887241574+0.413561569675596i,0.597557669348182-0.743046138264934i,-0.0517473043401601+0.863987589721593i,0.616742291647538-0.137661700346873i,0.358196163,-0.479033091,-0.80138805
6398.899715,13495.00591,0.6347094893539-0.187716502210532i,0.331162753241307-0.89517914284365i,0.475396855273501+0.727352237616032i,0.04215224445639-0.630343410335423i,0.299332419,-0.448189093,-0.842334043
4358.506986,13420.55961,0.209839782659174-0.627154132816665i,0.029604718699198-0.954759350162558i,0.818361596821+0.302303121313938i,-0.592569024562276-0.218913216213002i,0.242297793,-0.419148405,-0.874989368
2322.186961,13220.33289,-0.392730854656153-0.531618142675367i,-0.275762974590589-0.91507963721501i,0.840936231916186-0.244989158790017i,-0.378172308442808+0.505980608372376i,0.187703128,-0.392309118,-0.900478257
2708.776333,12854.54974,-0.66045241007443+0.0153824333950204i,-0.552932752794327-0.779833969476403i,0.532629076958104-0.699621625686829i,0.377181513286748+0.506537773356816i,0.135926103,-0.367962344,-0.919852057
4823.331346,12540.71631,-0.367911293782449+0.548223199576778i,-0.772632925486241-0.562846542593725i,0.0130723978898714-0.882428660025639i,0.592825911686021-0.216497694821797i,0.087161473,-0.346273085,-0.934075922
6109.987873,12433.31105,0.234822466716996+0.616386873580386i,-0.911479028633081-0.286712311964653i,-0.514754636464922-0.720490673234251i,-0.0373100482755344-0.629150201126905i,0.041426509,-0.327319914,-0.944005042
5802.702046,12408.73657,0.637593714442805+0.164914658643272i,-0.954541139393189+0.0195272251811101i,-0.84410594461534-0.275947921506463i,-0.611829756329164-0.144967390128003i,-0.00139134,-0.311133595,-0.950365167
5790.000024,12524.25756,0.502775565159405-0.422910067818022i,-0.897036153777086+0.323440552773613i,-0.845579206751672+0.278211222535416i,-0.314221593075106+0.541983627345309i,-0.041267723,-0.297631899,-0.953788356
7890.70914,12739.19545,-0.0522310165644649-0.652592049020768i,-0.744942326610824+0.59267590333982i,-0.517896694164831+0.725873168185016i,0.425684677166549+0.455187374400554i,-0.078358883,-0.286725089,-0.954802916
10163.1735,12718.22318,-0.558616726720561-0.335229480508933i,-0.514447172574913+0.798471148905939i,0.0115709193838656+0.892430581873319i,0.555049864063554-0.273581481171064i,-0.112845978,-0.278301938,-0.95384161
9191.339432,12399.70433,-0.593790753016041+0.257602586304739i,-0.230267341793661+0.918816630490539i,0.536713683834731+0.713098334841085i,-0.0999589220755086-0.604902281690203i,-0.14491872,-0.27224069,-0.951253684
5299.636596,12150.32789,-0.135001188756652+0.627527320463012i,0.0769936236677+0.940912900030755i,0.853398524994974+0.258123812091423i,-0.600842781667203-0.0787087576676913i,-0.17474542,-0.26842459,-0.947318467
2882.296316,11952.24097,0.427344211758589+0.470033351249016i,0.374171273075581+0.862636114197165i,0.839290421223135-0.294949893811915i,-0.24556781590933+0.544515527680906i,-0.202542595,-0.266706358,-0.942254857
4209.574333,11789.13172,0.622996552661538-0.0735844460299978i,0.629187510785236+0.692829640784931i,0.501460419536097-0.731011018247029i,0.442963135507218+0.385332063360619i,-0.228490843,-0.266959088,-0.936229021
7171.333551,11620.94096,0.297047860565338-0.542020838572543i,0.814611863864863+0.450370326061398i,-0.0268542615384414-0.881660314955279i,0.486088813152189-0.307755063744523i,-0.252759279,-0.269059752,-0.929365158
8777.329467,11387.82249,-0.265765734336237-0.54637146712671i,0.910730627453878+0.162097473149831i,-0.538975934476885-0.690918715891681i,-0.153475559765376-0.540677183064918i,-0.27550425,-0.272890159,-0.921752879
8225.694222,11105.19098,-0.588269622956275-0.0954934936322738i,0.907766378598785-0.140174257332174i,-0.836179594952864-0.236563753367593i,-0.547397114820649-0.00422552538534128i,-0.296781257,-0.278316616,-0.91348823
8747.916113,10946.9079,-0.406378938503563+0.418737969479786i,0.806982265912458-0.423226163417453i,-0.805663127776495+0.301225897882407i,-0.15071973231256+0.5099043144709i,-0.316803667,-0.285243496,-0.904583653
10525.78182,10871.64894,0.111263852144788+0.559659018436864i,0.620531093856558-0.656185030896857i,-0.464355107018657+0.711472793432169i,0.436282550182798+0.274276148639984i,-0.335694018,-0.293570249,-0.895056443
10972.61494,10814.97982,0.513573358444496+0.217859814491021i,0.37005441559241-0.814017309793784i,0.0487132634667555+0.83591135757395i,0.367391749127163-0.337437617290202i,-0.353557162,-0.303199579,-0.884910927
7881.969593,10662.1081,0.456769465401795-0.29936714897784i,0.084184572426796-0.880358096723786i,0.52842958157493+0.631315591535974i,-0.225097351353291-0.427322792637994i,-0.370486617,-0.314037942,-0.874139484
3490.613061,10317.89002,7.38003796441816e-05-0.536523845544328i,-0.204765099678228-0.849338594525029i,0.785781458858389+0.185858972972006i,-0.455705520645877+0.109798677201908i,-0.386545044,-0.326048482,-0.862713925
1397.056876,10097.22389,-0.446441705494334-0.286588462168734i,-0.464536470547919-0.726191255443907i,0.723471206935955-0.317115611954588i,-0.000729580962319934+0.457332855311068i,-0.401817169,-0.339104984,-0.850617877
2653.702404,10120.27137,-0.479648656261095+0.225197140749753i,-0.666648783904364-0.526556086114921i,0.374649070104584-0.673616170875441i,0.438336118435283+0.102434519131561i,-0.416372602,-0.35310751,-0.837823933
4030.271322,9968.894735,-0.0613581381895214+0.533157821906013i,-0.789664309408901-0.274567312066495i,-0.111066077859229-0.742073399023773i,0.194840041888006-0.404168764165264i,-0.43026773,-0.367971425,-0.824297707
3893.771761,9690.9488,0.435547811583489+0.340775555696406i,-0.821607171696382+5.24186727339678e-05i,-0.529141089150492-0.501441774463503i,-0.357867068615989-0.279960809660791i,-0.44355134,-0.38361286,-0.810002088
3740.387948,9570.019418,0.544281942547982-0.202977844676814i,-0.761245815940621+0.265541507060299i,-0.704877008345015-0.0603475955820182i,-0.360433308681352+0.299045482278768i,-0.456248164,-0.400047247,-0.79485836
5634.81547,9415.074103,0.122844175118962-0.609705560738903i,-0.61808696204076+0.491864169620501i,-0.56710993770735+0.387381613741851i,0.22396393634216+0.43727370596407i,-0.468396497,-0.417148538,-0.778840047
7566.82879,9128.833785,-0.488610012254597-0.469176690153311i,-0.411086045289695+0.654235047188755i,-0.180252499575472+0.643832425949811i,0.507812591649007-0.126793804327051i,-0.480034841,-0.434777041,-0.761928787
7305.073597,8952.663887,-0.729070372643627+0.167315279077293i,-0.166236384441232+0.735977543860796i,0.279919881603208+0.592353653745776i,-0.00194226539419121-0.564393309215517i,-0.491187876,-0.452846891,-0.744086127
5013.546362,8847.348163,-0.301759353706104+0.777932609790576i,0.0866632268463693+0.730372189917509i,0.598922003276066+0.251787077971492i,-0.594331783144232-0.152978489760951i,-0.501875351,-0.471271068,-0.725275611
3488.715274,8815.978922,0.520749303607451+0.779063787539129i,0.317662622363804+0.641276551318184i,0.616687376852011-0.224630899252731i,-0.334172749551907+0.58142376325709i,-0.512087459,-0.489974633,-0.70547239
4987.312266,8700.18983,1.05592009158857+0.0399698681465883i,0.500285986643252+0.482450421783323i,0.303365438892403-0.608563886281315i,0.508978545090876+0.529425458478107i,-0.521834115,-0.50886903,-0.684646965
7963.489588,8751.538731,0.750454446356552-0.928757380078372i,0.614685186400726+0.275679871948356i,-0.215253387527626-0.693356314125795i,0.717332946855027-0.364008217619876i,-0.53114847,-0.527849659,-0.66276394
9308.144955,8809.781436,-0.31514764314949-1.31309296989314i,0.649937934424311+0.0479408857372332i,-0.697548257046816-0.390910654452454i,-0.141875568195259-0.868537389710019i,-0.540034795,-0.546824019,-0.639801463
9209.810316,8725.247467,-1.38608713144317-0.641077898628614i,0.605216171401795-0.172040757659604i,-0.880800619889765+0.211680015301435i,-0.949173874320223-0.149527231102608i,-0.548494366,-0.565698325,-0.615742913
9498.532208,8510.479586,-1.54974225019116+0.760540396243159i,0.489690826801328-0.357406308803001i,-0.597717067156909+0.863453508975365i,-0.487072628108221+0.926317312689002i,-0.556485103,-0.584370023,-0.590623405
10450.9724,8438.801233,-0.458867099722788+1.89544583609173i,0.321194076712954-0.486513877511238i,0.129986211594601+1.23234602482794i,0.774775308900106+0.832051187231366i,-0.563967874,-0.602741524,-0.564484625
9124.438298,8356.306325,1.29201663389954+1.78293170264727i,0.123809251838917-0.545615674631367i,1.06102308885193+1.03565503898107i,1.13275909656808-0.484201087155398i,-0.571015447,-0.620734626,-0.537242854
5694.915941,8232.695966,2.47468553027407+0.228255556545126i,-0.0753175092211713-0.530543728494616i,1.78705411003173+0.174292173662801i,-0.0652875962268515-1.33012052806815i,-0.577620685,-0.638254202,-0.50890659
2398.686291,8170.380583,2.06043985292801-1.90439814751876i,-0.249566830376413-0.447207686541634i,1.85954994627695-1.17812047003352i,-1.36587893308252-0.446169930435149i,-0.583775076,-0.655205621,-0.479491664
1646.272785,8085.823929,0.00571309365355783-3.17217291541952i,-0.376428966636488-0.310849175762356i,0.955021691772207-2.5671254224957i,-0.988217910074133+1.19232186209036i,-0.58946412,-0.671522286,-0.448987607
2907.360535,8098.156991,-2.59178037489604-2.49885326221915i,-0.440698936414671-0.144135580856625i,-0.972492280805912-3.33753757546176i,0.782021188211675+1.47480974470475i,-0.594663785,-0.687201019,-0.41728856
3657.299742,8056.021692,-4.12210097539309+0.0680423670216114i,-0.436989577667871+0.0257109656232488i,-3.59769305990388-2.77122325914407i,1.79956572938193-0.135717001702188i,-0.599398397,-0.702075325,-0.384463002
3089.841912,7990.778295,-3.46163456148655+3.35388323702947i,-0.371418371863801+0.170492854430607i,-6.20249174162815-0.205281510300916i,0.71390154630668-1.83587780870226i,-0.603630139,-0.715997904,-0.350681702
3237.212583,7958.323589,-0.584479148556539+5.90856469699909i,-0.262557886153978+0.265099700415601i,-7.64988700386465+5.04887440690884i,-1.41289912131457-1.70628550422961i,-0.607347874,-0.728883943,-0.316001201
4562.195401,7955.195098,4.16077591593774+7.49608467391116i,-0.1421397869305+0.292043811846639i,-5.8501123658864+14.7653114114814i,-2.78059694425114+0.14963698036743i,-0.610537507,-0.740658005,-0.280481144
5203.070627,7759.328907,19.9861624652425+13.9134046814629i,-0.0568738978818873+0.247132682111828i,10.3198923863459+44.6760432106763i,-4.57514797933621+4.14792437811524i,-0.61312115,-0.751331533,-0.244097077
3936.984132,7583.647566,-57.7242790690699+10.1502331480769i,-0.0753123990374866+0.149155133882623i,-48.6941862445014-44.9508935239817i,2.83339455525978-9.37431098199649i,-0.615157698,-0.760737817,-0.207024108
2673.352803,7249.879056,3.63857800063477+13.0819227153711i,-0.313978227666371+0.0654914788641587i,-20.4699090270495-3.16199784830807i,-1.99918873688143-3.86914305441648i,-0.616639285,-0.768815388,-0.169348432
3905.780933,7104.712356,3.3582661318197+1.13530129450331i,-1.05710355157947+0.218457132160655i,-11.6223852701237+5.3607655795852i,-3.79804972003114-0.466493842342636i,-0.617559436,-0.775510688,-0.131162172
6440.48,7104,0,0,0,0,-0.617913243,-0.780778706,-0.092562604
